eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"crude"	"hes"	""
"hes"	"2.ethnicity_16"	"Eth 16 categories"	1.4706791	.21420008	2.648349	.0080886	1.1054597	1.9565588	"crude"	"hes"	""
"hes"	"3.ethnicity_16"	"Eth 16 categories"	.78132472	.03793867	-5.0819687	3.735e-07	.710395	.85933646	"crude"	"hes"	""
"hes"	"4.ethnicity_16"	"Eth 16 categories"	.7871685	.15588356	-1.2084636	.22686898	.53395375	1.1604643	"crude"	"hes"	""
"hes"	"5.ethnicity_16"	"Eth 16 categories"	.63920734	.16851532	-1.697544	.08959387	.38127475	1.0716315	"crude"	"hes"	""
"hes"	"6.ethnicity_16"	"Eth 16 categories"	.79832614	.16736922	-1.0743518	.28266502	.52932912	1.2040234	"crude"	"hes"	""
"hes"	"7.ethnicity_16"	"Eth 16 categories"	.44509978	.10660588	-3.3796357	.00072582	.27834667	.71175205	"crude"	"hes"	""
"hes"	"8.ethnicity_16"	"Eth 16 categories"	.91023934	.05036375	-1.6997527	.08917745	.81669223	1.0145017	"crude"	"hes"	""
"hes"	"9.ethnicity_16"	"Eth 16 categories"	1.1205088	.05014295	2.5426236	.01100237	1.026417	1.2232259	"crude"	"hes"	""
"hes"	"10.ethnicity_16"	"Eth 16 categories"	1.1913553	.12689513	1.643848	.10020761	.96689	1.4679307	"crude"	"hes"	""
"hes"	"11.ethnicity_16"	"Eth 16 categories"	1.0221598	.08082129	.27719807	.78162802	.87541708	1.1935004	"crude"	"hes"	""
"hes"	"12.ethnicity_16"	"Eth 16 categories"	1.7360823	.2176795	4.3994812	.00001085	1.3578194	2.2197222	"crude"	"hes"	""
"hes"	"13.ethnicity_16"	"Eth 16 categories"	.78369743	.08593948	-2.2226379	.02624023	.63213016	.97160634	"crude"	"hes"	""
"hes"	"14.ethnicity_16"	"Eth 16 categories"	.98245619	.15723559	-.11059206	.91193984	.7179332	1.3444429	"crude"	"hes"	""
"hes"	"15.ethnicity_16"	"Eth 16 categories"	.82449153	.24425349	-.65144332	.51476035	.46133875	1.4735079	"crude"	"hes"	""
"hes"	"16.ethnicity_16"	"Eth 16 categories"	.88692336	.08711222	-1.2217331	.22180858	.73161469	1.0752013	"crude"	"hes"	""
"hes"	"17.ethnicity_16"	"Eth 16 categories"	.76124128	.01846943	-11.244004	2.479e-29	.72588908	.79831521	"crude"	"hes"	""
"hes"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"hes"	""
"hes"	"2.stp"	"Sustainability and Transformation Partnership"	.62271554	.32333661	-.9122346	.36164523	.22506857	1.7229179	"crude"	"hes"	""
"hes"	"3.stp"	"Sustainability and Transformation Partnership"	.69045889	.35924209	-.71190204	.47652544	.24903604	1.9143153	"crude"	"hes"	""
"hes"	"4.stp"	"Sustainability and Transformation Partnership"	.91405491	.47683421	-.17226367	.86323025	.32879615	2.5410771	"crude"	"hes"	""
"hes"	"5.stp"	"Sustainability and Transformation Partnership"	.68876313	.36169506	-.71002005	.47769171	.24607778	1.927824	"crude"	"hes"	""
"hes"	"6.stp"	"Sustainability and Transformation Partnership"	.9342072	.48527827	-.13101629	.89576242	.33750687	2.5858528	"crude"	"hes"	""
"hes"	"7.stp"	"Sustainability and Transformation Partnership"	1.3887615	.7375354	.61839263	.53631655	.49042942	3.9325916	"crude"	"hes"	""
"hes"	"8.stp"	"Sustainability and Transformation Partnership"	.89818533	.46726	-.2064078	.83647238	.32400236	2.4899105	"crude"	"hes"	""
"hes"	"9.stp"	"Sustainability and Transformation Partnership"	.78994661	.41269059	-.45133438	.65174857	.28373037	2.1993262	"crude"	"hes"	""
"hes"	"10.stp"	"Sustainability and Transformation Partnership"	.85678611	.44553802	-.29723801	.76628481	.30919925	2.3741404	"crude"	"hes"	""
"hes"	"11.stp"	"Sustainability and Transformation Partnership"	.70675095	.36787618	-.66679217	.50490489	.25480103	1.960341	"crude"	"hes"	""
"hes"	"12.stp"	"Sustainability and Transformation Partnership"	1.2366753	.64474988	.407449	.68367825	.44511827	3.4358639	"crude"	"hes"	""
"hes"	"13.stp"	"Sustainability and Transformation Partnership"	.91615811	.47741939	-.168038	.86655339	.32991386	2.5441358	"crude"	"hes"	""
"hes"	"14.stp"	"Sustainability and Transformation Partnership"	.81368834	.4260496	-.39376759	.69375263	.29158587	2.2706475	"crude"	"hes"	""
"hes"	"15.stp"	"Sustainability and Transformation Partnership"	.51161977	.26940284	-1.2727187	.20311787	.18227681	1.436029	"crude"	"hes"	""
"hes"	"16.stp"	"Sustainability and Transformation Partnership"	.81052557	.42507549	-.40056188	.68874271	.28997392	2.2655544	"crude"	"hes"	""
"hes"	"17.stp"	"Sustainability and Transformation Partnership"	.83060849	.43656186	-.35311883	.72399936	.29649061	2.3269218	"crude"	"hes"	""
"hes"	"18.stp"	"Sustainability and Transformation Partnership"	.74426963	.38903439	-.56504375	.57204401	.26717876	2.0732834	"crude"	"hes"	""
"hes"	"19.stp"	"Sustainability and Transformation Partnership"	.43221445	.22750009	-1.5936517	.11101406	.1540499	1.2126546	"crude"	"hes"	""
"hes"	"20.stp"	"Sustainability and Transformation Partnership"	.67303306	.3516936	-.75774689	.44860252	.24168006	1.8742692	"crude"	"hes"	""
"hes"	"21.stp"	"Sustainability and Transformation Partnership"	.63100646	.32908203	-.88288048	.37730085	.22704702	1.7536859	"crude"	"hes"	""
"hes"	"22.stp"	"Sustainability and Transformation Partnership"	.70308548	.38465189	-.64390872	.51963463	.24061531	2.0544379	"crude"	"hes"	""
"hes"	"23.stp"	"Sustainability and Transformation Partnership"	.62662107	.32938725	-.88919958	.37389583	.22364831	1.755676	"crude"	"hes"	""
"hes"	"24.stp"	"Sustainability and Transformation Partnership"	.19216774	.14973651	-2.1167776	.03427873	.04172793	.88498136	"crude"	"hes"	""
"hes"	"25.stp"	"Sustainability and Transformation Partnership"	.35644364	.20705177	-1.7758835	.07575212	.11416764	1.1128553	"crude"	"hes"	""
"hes"	"26.stp"	"Sustainability and Transformation Partnership"	.97207873	.50885946	-.05409705	.95685785	.34843216	2.7119686	"crude"	"hes"	""
"hes"	"27.stp"	"Sustainability and Transformation Partnership"	.52602895	.27636736	-1.2227221	.22143466	.18784589	1.4730503	"crude"	"hes"	""
"hes"	"28.stp"	"Sustainability and Transformation Partnership"	.68377412	.35795495	-.72612894	.46775973	.245081	1.9077246	"crude"	"hes"	""
"hes"	"29.stp"	"Sustainability and Transformation Partnership"	.6040882	.3187498	-.95523711	.3394578	.21476332	1.6991847	"crude"	"hes"	""
"hes"	"30.stp"	"Sustainability and Transformation Partnership"	.73525371	.38827336	-.58237236	.5603159	.26117646	2.0698573	"crude"	"hes"	""
"hes"	"31.stp"	"Sustainability and Transformation Partnership"	.32990892	.29171543	-1.2541289	.20979515	.05830905	1.8666039	"crude"	"hes"	""
"hes"	"32.stp"	"Sustainability and Transformation Partnership"	.81419327	.42289875	-.39575321	.6922871	.2941754	2.2534538	"crude"	"hes"	""
"hes"	"_cons"	"Constant"	.08082313	.0419267	-4.8491754	1.240e-06	.02924004	.22340524	"crude"	"hes"	""
"hes"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model0"	"hes"	""
"hes"	"2.ethnicity_16"	"Eth 16 categories"	1.1314119	.18499184	.75512127	.45017622	.82119214	1.5588226	"model0"	"hes"	""
"hes"	"3.ethnicity_16"	"Eth 16 categories"	1.1987431	.06437896	3.3753339	.00073726	1.0789766	1.3318038	"model0"	"hes"	""
"hes"	"4.ethnicity_16"	"Eth 16 categories"	2.0245388	.43521757	3.2810994	.00103403	1.328441	3.0853891	"model0"	"hes"	""
"hes"	"5.ethnicity_16"	"Eth 16 categories"	1.7074255	.46335855	1.9713673	.04868188	1.0030994	2.906294	"model0"	"hes"	""
"hes"	"6.ethnicity_16"	"Eth 16 categories"	2.1677735	.48582851	3.4522629	.00055591	1.397165	3.3634125	"model0"	"hes"	""
"hes"	"7.ethnicity_16"	"Eth 16 categories"	1.2207098	.30125767	.80810956	.41902751	.75256724	1.9800655	"model0"	"hes"	""
"hes"	"8.ethnicity_16"	"Eth 16 categories"	1.3383044	.08108116	4.8098287	1.511e-06	1.1884608	1.5070405	"model0"	"hes"	""
"hes"	"9.ethnicity_16"	"Eth 16 categories"	2.0365594	.10133517	14.294413	2.371e-46	1.8473235	2.2451801	"model0"	"hes"	""
"hes"	"10.ethnicity_16"	"Eth 16 categories"	2.6983603	.31341874	8.5461127	1.273e-17	2.1489759	3.3881944	"model0"	"hes"	""
"hes"	"11.ethnicity_16"	"Eth 16 categories"	2.0189528	.17590012	8.0640861	7.379e-16	1.7020241	2.3948958	"model0"	"hes"	""
"hes"	"12.ethnicity_16"	"Eth 16 categories"	1.876644	.27348286	4.3195374	.00001564	1.4103812	2.4970503	"model0"	"hes"	""
"hes"	"13.ethnicity_16"	"Eth 16 categories"	2.1162608	.24308811	6.5262609	6.743e-11	1.6896408	2.6505987	"model0"	"hes"	""
"hes"	"14.ethnicity_16"	"Eth 16 categories"	2.4132269	.40275548	5.2785575	1.302e-07	1.7399505	3.3470286	"model0"	"hes"	""
"hes"	"15.ethnicity_16"	"Eth 16 categories"	1.5839786	.53271432	1.3675899	.17144047	.81936654	3.0621071	"model0"	"hes"	""
"hes"	"16.ethnicity_16"	"Eth 16 categories"	1.9126347	.2036441	6.0905695	1.125e-09	1.5523941	2.3564708	"model0"	"hes"	""
"hes"	"17.ethnicity_16"	"Eth 16 categories"	1.055787	.02904611	1.9732385	.0484684	1.0003653	1.1142791	"model0"	"hes"	""
"hes"	"0b.male"	"Male"	1	0			1	1	"model0"	"hes"	""
"hes"	"1.male"	"Male"	1.4711782	.03157262	17.989268	2.365e-72	1.4105804	1.5343793	"model0"	"hes"	""
"hes"	"age1"	"Age spline 1"	1.0398846	.00425331	9.5618789	1.156e-21	1.0315816	1.0482544	"model0"	"hes"	""
"hes"	"age2"	"Age spline 2"	1.0581436	.01292323	4.6274837	3.701e-06	1.0331152	1.0837782	"model0"	"hes"	""
"hes"	"age3"	"Age spline 3"	.94047914	.02996768	-1.9258499	.05412311	.88354007	1.0010876	"model0"	"hes"	""
"hes"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"hes"	""
"hes"	"2.stp"	"Sustainability and Transformation Partnership"	.49561959	.29174409	-1.1924783	.23307377	.15634815	1.5711012	"model0"	"hes"	""
"hes"	"3.stp"	"Sustainability and Transformation Partnership"	.50045979	.29516774	-1.1736794	.24052347	.15752025	1.5900179	"model0"	"hes"	""
"hes"	"4.stp"	"Sustainability and Transformation Partnership"	.63620195	.37621165	-.76477025	.44440837	.19963905	2.0274236	"model0"	"hes"	""
"hes"	"5.stp"	"Sustainability and Transformation Partnership"	.49107196	.29220704	-1.195156	.23202609	.15298431	1.5763164	"model0"	"hes"	""
"hes"	"6.stp"	"Sustainability and Transformation Partnership"	.63192391	.3721642	-.77934528	.43577635	.19923223	2.0043335	"model0"	"hes"	""
