parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.0591378	.00382208	15.92145	4.498e-57	1.0516731	1.0666555	"crude"	"tested"	""
"3.eth5"	"Eth 5 categories"	.86145355	.00566605	-22.674035	8.08e-114	.85041958	.87263069	"crude"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0038143	.00854328	.44731851	.6546451	.98720867	1.0206993	"crude"	"tested"	""
"5.eth5"	"Eth 5 categories"	.66719903	.00512837	-52.647009	0	.65722294	.67732655	"crude"	"tested"	""
"6.eth5"	"Eth 5 categories"	.97212013	.00195235	-14.079193	5.099e-45	.96830111	.97595421	"crude"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"tested"	""
"2.eth5"	"Eth 5 categories"	.98110003	.00355057	-5.2724536	1.346e-07	.97416566	.98808377	"model0"	"tested"	""
"3.eth5"	"Eth 5 categories"	.80601014	.00530304	-32.77808	1.21e-235	.79568311	.8164712	"model0"	"tested"	""
"4.eth5"	"Eth 5 categories"	.88411703	.00753423	-14.453096	2.397e-47	.86947283	.89900786	"model0"	"tested"	""
"5.eth5"	"Eth 5 categories"	.59543536	.00458221	-67.371573	0	.58652178	.60448441	"model0"	"tested"	""
"6.eth5"	"Eth 5 categories"	.93230041	.0018946	-34.49517	9.48e-261	.92859445	.93602115	"model0"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	""
"1.male"	"Male"	.78331452	.00133105	-143.7221	0	.78071004	.78592769	"model0"	"tested"	""
"age1"	"Age spline 1"	.98600899	.00020883	-66.524881	0	.98559977	.98641838	"model0"	"tested"	""
"age2"	"Age spline 2"	.98761317	.0007397	-16.641694	3.476e-62	.98616446	.98906401	"model0"	"tested"	""
"age3"	"Age spline 3"	1.0681442	.00228728	30.785454	4.10e-208	1.0636706	1.0726367	"model0"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"tested"	""
"2.eth5"	"Eth 5 categories"	.98857375	.00359875	-3.1568539	.00159481	.98154543	.99565239	"model1"	"tested"	""
"3.eth5"	"Eth 5 categories"	.81457745	.00537775	-31.06472	7.22e-212	.80410516	.82518613	"model1"	"tested"	""
"4.eth5"	"Eth 5 categories"	.88829577	.0075729	-13.894157	6.873e-44	.87357647	.90326308	"model1"	"tested"	""
"5.eth5"	"Eth 5 categories"	.59766569	.00460092	-66.863247	0	.58871573	.60675171	"model1"	"tested"	""
"6.eth5"	"Eth 5 categories"	.93221324	.00189464	-34.537176	2.22e-261	.92850721	.93593407	"model1"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"tested"	""
"1.male"	"Male"	.78352901	.00133146	-143.55685	0	.78092374	.78614296	"model1"	"tested"	""
"age1"	"Age spline 1"	.9859821	.0002088	-66.662643	0	.98557295	.98639143	"model1"	"tested"	""
"age2"	"Age spline 2"	.98730387	.00073961	-17.056483	3.128e-65	.98585532	.98875455	"model1"	"tested"	""
"age3"	"Age spline 3"	1.0691606	.0022901	31.220897	5.55e-214	1.0646815	1.0736586	"model1"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.99067687	.00266767	-3.4785237	.00050418	.98546211	.99591922	"model1"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.97828465	.00264955	-8.1062341	5.221e-16	.97310539	.98349147	"model1"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.97231143	.00264541	-10.32037	5.700e-25	.96714031	.97751019	"model1"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.94939445	.00263189	-18.732918	2.669e-78	.94425003	.95456689	"model1"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"tested"	""
"2.eth5"	"Eth 5 categories"	.98694103	.00366922	-3.5357152	.00040667	.97977563	.99415884	"model2"	"tested"	""
"3.eth5"	"Eth 5 categories"	.83441717	.00553652	-27.282078	6.92e-164	.82363605	.84533941	"model2"	"tested"	""
"4.eth5"	"Eth 5 categories"	.90662865	.00773291	-11.49242	1.440e-30	.89159841	.92191227	"model2"	"tested"	""
"5.eth5"	"Eth 5 categories"	.65837243	.0050819	-54.150919	0	.64848706	.6684085	"model2"	"tested"	""
"6.eth5"	"Eth 5 categories"	1.0049679	.00209527	2.3768632	.01746056	1.0008696	1.0090829	"model2"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	""
"1.male"	"Male"	.86693158	.00157728	-78.485499	0	.86384567	.87002851	"model2"	"tested"	""
"age1"	"Age spline 1"	.9807959	.00021539	-88.298355	0	.98037383	.98121814	"model2"	"tested"	""
"age2"	"Age spline 2"	.98164338	.00075827	-23.984941	3.99e-127	.98015832	.98313069	"model2"	"tested"	""
"age3"	"Age spline 3"	1.0758559	.00237943	33.059552	1.13e-239	1.0712024	1.0805296	"model2"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.98030842	.00264178	-7.3800208	1.583e-13	.97514427	.98549992	"model2"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.95812022	.00260313	-15.746535	7.255e-56	.95303174	.96323588	"model2"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.94209487	.00258465	-21.741907	8.24e-105	.93704264	.94717434	"model2"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.909357	.00256623	-33.669944	1.59e-248	.90434116	.91440065	"model2"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	1.0844799	.00706624	12.446762	1.456e-35	1.0707184	1.0984183	"model2"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	1.1546913	.0075763	21.921348	1.63e-106	1.1399371	1.1696365	"model2"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.2034546	.00811064	27.479384	3.10e-166	1.1876626	1.2194566	"model2"	"tested"	""
