eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"crude"	"hes"	""
"hes_30"	"2.ethnicity_16"	"Eth 16 categories"	1.6615157	.19475209	4.3316702	.0000148	1.3204809	2.0906281	"crude"	"hes"	""
"hes_30"	"3.ethnicity_16"	"Eth 16 categories"	.74354646	.03019597	-7.2966912	2.949e-13	.68665753	.80514859	"crude"	"hes"	""
"hes_30"	"4.ethnicity_16"	"Eth 16 categories"	.75341218	.1289927	-1.6537621	.09817586	.53863837	1.0538238	"crude"	"hes"	""
"hes_30"	"5.ethnicity_16"	"Eth 16 categories"	.55586629	.1298122	-2.5145554	.01191826	.35171274	.87852186	"crude"	"hes"	""
"hes_30"	"6.ethnicity_16"	"Eth 16 categories"	.71639389	.13395107	-1.7837511	.07446411	.49658605	1.033497	"crude"	"hes"	""
"hes_30"	"7.ethnicity_16"	"Eth 16 categories"	.56842733	.10411707	-3.0839731	.00204256	.39697486	.81392971	"crude"	"hes"	""
"hes_30"	"8.ethnicity_16"	"Eth 16 categories"	.872833	.04027528	-2.9475878	.00320264	.79735922	.95545072	"crude"	"hes"	""
"hes_30"	"9.ethnicity_16"	"Eth 16 categories"	1.067303	.04103403	1.6941722	.09023256	.98983328	1.150836	"crude"	"hes"	""
"hes_30"	"10.ethnicity_16"	"Eth 16 categories"	1.0194835	.09374929	.20983739	.83379459	.85134528	1.2208286	"crude"	"hes"	""
"hes_30"	"11.ethnicity_16"	"Eth 16 categories"	.94276955	.06379377	-.87094114	.38378629	.82567255	1.0764733	"crude"	"hes"	""
"hes_30"	"12.ethnicity_16"	"Eth 16 categories"	1.5715894	.17038381	4.1699731	.00003046	1.2707383	1.943668	"crude"	"hes"	""
"hes_30"	"13.ethnicity_16"	"Eth 16 categories"	.7762698	.06986843	-2.813779	.00489629	.65072876	.92603068	"crude"	"hes"	""
"hes_30"	"14.ethnicity_16"	"Eth 16 categories"	.88666938	.12134772	-.87889042	.3794607	.67805988	1.1594589	"crude"	"hes"	""
"hes_30"	"15.ethnicity_16"	"Eth 16 categories"	.71442938	.18261338	-1.315577	.18831605	.43289838	1.1790512	"crude"	"hes"	""
"hes_30"	"16.ethnicity_16"	"Eth 16 categories"	.89243627	.07126171	-1.425161	.15411067	.76314687	1.0436294	"crude"	"hes"	""
"hes_30"	"17.ethnicity_16"	"Eth 16 categories"	.77357463	.01578581	-12.581063	2.684e-36	.74324557	.8051413	"crude"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.88807409	.32322123	-.32613725	.74432051	.43515904	1.8123847	"crude"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	1.0047066	.36654689	.01287068	.98973097	.49146842	2.0539172	"crude"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	1.2846187	.47110172	.6829696	.49462605	.62606212	2.635913	"crude"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.94479784	.35059944	-.15302273	.87838035	.45653234	1.9552677	"crude"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	1.2907834	.47015923	.70076596	.48344908	.63213363	2.6357113	"crude"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	1.8432986	.68934744	1.635288	.10198868	.88566132	3.8363986	"crude"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	1.2576471	.45895541	.62817919	.52988656	.61507527	2.5715164	"crude"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	1.1527687	.42209501	.38826615	.69781909	.56242971	2.3627408	"crude"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	1.1062826	.40371158	.27678287	.78194684	.54105354	2.2619963	"crude"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	1.0619856	.38761949	.16477039	.86912471	.51931909	2.1717157	"crude"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	1.6070088	.58812787	1.2961877	.19491084	.78432899	3.2925944	"crude"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	1.1580652	.42380533	.40100226	.68841846	.56523295	2.3726767	"crude"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	1.0803091	.39763862	.20986611	.83377217	.52509635	2.2225783	"crude"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.75146988	.2782261	-.7717216	.44027933	.36371446	1.5526107	"crude"	"hes"	""
