eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"positivetest"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"positivetest"	""
"positivetest"	"2.eth5"	"Eth 5 categories"	1.8988808	.01136141	107.17725	0	1.8767429	1.9212799	"crude"	"positivetest"	""
"positivetest"	"3.eth5"	"Eth 5 categories"	1.2302826	.01414228	18.028819	1.157e-72	1.2028742	1.2583156	"crude"	"positivetest"	""
"positivetest"	"4.eth5"	"Eth 5 categories"	1.2370102	.01893845	13.892834	7.001e-44	1.2004429	1.2746914	"crude"	"positivetest"	""
"positivetest"	"5.eth5"	"Eth 5 categories"	1.2620319	.01741382	16.866133	7.986e-64	1.2283588	1.296628	"crude"	"positivetest"	""
"positivetest"	"6.eth5"	"Eth 5 categories"	1.1423401	.00430423	35.319029	3.00e-273	1.133935	1.1508074	"crude"	"positivetest"	""
"positivetest"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"positivetest"	""
"positivetest"	"2.stp"	"Sustainability and Transformation Partnership"	1.0789226	.08551581	.9583972	.3378625	.92368464	1.2602504	"crude"	"positivetest"	""
"positivetest"	"3.stp"	"Sustainability and Transformation Partnership"	.95417893	.0758046	-.59039782	.55492397	.81659412	1.1149449	"crude"	"positivetest"	""
"positivetest"	"4.stp"	"Sustainability and Transformation Partnership"	1.3652043	.10946365	3.8825103	.00010338	1.1666682	1.5975262	"crude"	"positivetest"	""
"positivetest"	"5.stp"	"Sustainability and Transformation Partnership"	1.0837554	.08745316	.99674898	.31888637	.92521771	1.2694588	"crude"	"positivetest"	""
"positivetest"	"6.stp"	"Sustainability and Transformation Partnership"	1.20305	.09551479	2.3283918	.01989131	1.0296829	1.4056069	"crude"	"positivetest"	""
"positivetest"	"7.stp"	"Sustainability and Transformation Partnership"	.96316967	.07964632	-.45380142	.64997176	.81905929	1.1326357	"crude"	"positivetest"	""
"positivetest"	"8.stp"	"Sustainability and Transformation Partnership"	.95663545	.07606794	-.55753334	.57716309	.81858207	1.1179715	"crude"	"positivetest"	""
"positivetest"	"9.stp"	"Sustainability and Transformation Partnership"	.88924702	.07086151	-1.4730143	.14074718	.76066362	1.0395663	"crude"	"positivetest"	""
"positivetest"	"10.stp"	"Sustainability and Transformation Partnership"	1.0157955	.08074166	.19716681	.843697	.8692557	1.187039	"crude"	"positivetest"	""
"positivetest"	"11.stp"	"Sustainability and Transformation Partnership"	.97510407	.07749245	-.3172364	.75106423	.83445932	1.1394539	"crude"	"positivetest"	""
"positivetest"	"12.stp"	"Sustainability and Transformation Partnership"	1.1271567	.09011175	1.497238	.13433133	.96368276	1.3183615	"crude"	"positivetest"	""
"positivetest"	"13.stp"	"Sustainability and Transformation Partnership"	.91117343	.07263856	-1.1668622	.24326601	.77936954	1.0652675	"crude"	"positivetest"	""
"positivetest"	"14.stp"	"Sustainability and Transformation Partnership"	.69802396	.05573329	-4.5025314	6.715e-06	.59690699	.8162703	"crude"	"positivetest"	""
"positivetest"	"15.stp"	"Sustainability and Transformation Partnership"	.57788407	.04611416	-6.8721024	6.326e-12	.49421542	.67571747	"crude"	"positivetest"	""
"positivetest"	"16.stp"	"Sustainability and Transformation Partnership"	.55519075	.0443015	-7.3744321	1.650e-13	.47481071	.64917821	"crude"	"positivetest"	""
"positivetest"	"17.stp"	"Sustainability and Transformation Partnership"	.55914503	.04466132	-7.2782654	3.381e-13	.47811827	.65390341	"crude"	"positivetest"	""
"positivetest"	"18.stp"	"Sustainability and Transformation Partnership"	.71155119	.05657217	-4.2803116	.00001866	.60887904	.83153642	"crude"	"positivetest"	""
"positivetest"	"19.stp"	"Sustainability and Transformation Partnership"	.87900252	.06990255	-1.6217258	.10486207	.75213956	1.0272634	"crude"	"positivetest"	""
"positivetest"	"20.stp"	"Sustainability and Transformation Partnership"	.88121978	.06992007	-1.5936578	.11101271	.7543032	1.0294909	"crude"	"positivetest"	""
"positivetest"	"21.stp"	"Sustainability and Transformation Partnership"	.78892461	.06265265	-2.9853775	.00283229	.67520728	.92179403	"crude"	"positivetest"	""
"positivetest"	"22.stp"	"Sustainability and Transformation Partnership"	.97080726	.07917545	-.36327446	.71639987	.82739362	1.1390791	"crude"	"positivetest"	""
"positivetest"	"23.stp"	"Sustainability and Transformation Partnership"	.57298928	.04568912	-6.9839602	2.870e-12	.49008706	.66991508	"crude"	"positivetest"	""
"positivetest"	"24.stp"	"Sustainability and Transformation Partnership"	.58829564	.05312776	-5.8746303	4.238e-09	.49286205	.70220816	"crude"	"positivetest"	""
"positivetest"	"25.stp"	"Sustainability and Transformation Partnership"	.34205523	.02825173	-12.988621	1.420e-38	.29093236	.40216144	"crude"	"positivetest"	""
"positivetest"	"26.stp"	"Sustainability and Transformation Partnership"	.41654326	.03333709	-10.942588	7.211e-28	.35607063	.48728616	"crude"	"positivetest"	""
"positivetest"	"27.stp"	"Sustainability and Transformation Partnership"	.51570504	.04116516	-8.2961018	1.076e-16	.44101754	.60304108	"crude"	"positivetest"	""
"positivetest"	"28.stp"	"Sustainability and Transformation Partnership"	.5446265	.0434981	-7.6082645	2.778e-14	.46570962	.63691625	"crude"	"positivetest"	""
"positivetest"	"29.stp"	"Sustainability and Transformation Partnership"	.65234826	.05214052	-5.344557	9.064e-08	.55775716	.76298125	"crude"	"positivetest"	""
"positivetest"	"30.stp"	"Sustainability and Transformation Partnership"	.52650885	.04226223	-7.9917369	1.331e-15	.44986349	.61621264	"crude"	"positivetest"	""
"positivetest"	"31.stp"	"Sustainability and Transformation Partnership"	.44266654	.04491674	-8.0314378	9.634e-16	.36283276	.54006608	"crude"	"positivetest"	""
"positivetest"	"32.stp"	"Sustainability and Transformation Partnership"	1.0203575	.08092746	.25409622	.79942122	.87345626	1.1919652	"crude"	"positivetest"	""
"positivetest"	"_cons"	"Constant"	.26027829	.0205994	-17.007081	7.277e-65	.22287978	.30395214	"crude"	"positivetest"	""
"positivetest"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"positivetest"	""
"positivetest"	"2.eth5"	"Eth 5 categories"	1.8308557	.01100374	100.62679	0	1.8094153	1.8525502	"model0"	"positivetest"	""
"positivetest"	"3.eth5"	"Eth 5 categories"	1.1890449	.01368645	15.042885	3.844e-51	1.1625203	1.2161748	"model0"	"positivetest"	""
"positivetest"	"4.eth5"	"Eth 5 categories"	1.1661329	.01788715	10.019848	1.247e-23	1.1315965	1.2017234	"model0"	"positivetest"	""
"positivetest"	"5.eth5"	"Eth 5 categories"	1.2104349	.01672832	13.818988	1.958e-43	1.178088	1.2436698	"model0"	"positivetest"	""
"positivetest"	"6.eth5"	"Eth 5 categories"	1.1078541	.00424766	26.713934	3.24e-157	1.09956	1.1162107	"model0"	"positivetest"	""
"positivetest"	"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	""
"positivetest"	"1.male"	"Male"	1.0736334	.00341353	22.346444	1.31e-110	1.0669638	1.0803447	"model0"	"positivetest"	""
"positivetest"	"age1"	"Age spline 1"	.99145299	.00038463	-22.125935	1.78e-108	.99069941	.99220715	"model0"	"positivetest"	""
