eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"positivetest"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"crude"	"positivetest"	""
"positivetest"	"2.ethnicity_16"	"Eth 16 categories"	.86758852	.02255731	-5.4629872	4.682e-08	.8244846	.91294591	"crude"	"positivetest"	""
"positivetest"	"3.ethnicity_16"	"Eth 16 categories"	1.2427082	.00851192	31.723964	7.26e-221	1.2261366	1.2595037	"crude"	"positivetest"	""
"positivetest"	"4.ethnicity_16"	"Eth 16 categories"	1.1852889	.03565406	5.6510586	1.595e-08	1.1174283	1.2572706	"crude"	"positivetest"	""
"positivetest"	"5.ethnicity_16"	"Eth 16 categories"	1.332311	.04550946	8.3995731	4.481e-17	1.2460344	1.4245615	"crude"	"positivetest"	""
"positivetest"	"6.ethnicity_16"	"Eth 16 categories"	1.3332511	.04366802	8.7814895	1.613e-18	1.2503527	1.4216457	"crude"	"positivetest"	""
"positivetest"	"7.ethnicity_16"	"Eth 16 categories"	1.2408245	.03265656	8.198665	2.431e-16	1.1784416	1.3065097	"crude"	"positivetest"	""
"positivetest"	"8.ethnicity_16"	"Eth 16 categories"	1.7611174	.01636614	60.900227	0	1.7293307	1.7934884	"crude"	"positivetest"	""
"positivetest"	"9.ethnicity_16"	"Eth 16 categories"	2.0924443	.01934518	79.860766	0	2.05487	2.1307058	"crude"	"positivetest"	""
"positivetest"	"10.ethnicity_16"	"Eth 16 categories"	2.4601497	.0493344	44.891221	0	2.3653316	2.5587687	"crude"	"positivetest"	""
"positivetest"	"11.ethnicity_16"	"Eth 16 categories"	1.8199133	.02400709	45.392573	0	1.7734633	1.8675798	"crude"	"positivetest"	""
"positivetest"	"12.ethnicity_16"	"Eth 16 categories"	1.1299544	.02759121	5.0035791	5.628e-07	1.0771503	1.1853472	"crude"	"positivetest"	""
"positivetest"	"13.ethnicity_16"	"Eth 16 categories"	1.2907794	.01932556	17.048226	3.603e-65	1.2534523	1.329218	"crude"	"positivetest"	""
"positivetest"	"14.ethnicity_16"	"Eth 16 categories"	1.2939653	.03185334	10.468905	1.200e-25	1.2330161	1.3579273	"crude"	"positivetest"	""
"positivetest"	"15.ethnicity_16"	"Eth 16 categories"	.66899148	.02567544	-10.473973	1.138e-25	.62051466	.72125547	"crude"	"positivetest"	""
"positivetest"	"16.ethnicity_16"	"Eth 16 categories"	1.4636086	.02174651	25.636109	6.04e-145	1.4216008	1.5068576	"crude"	"positivetest"	""
"positivetest"	"17.ethnicity_16"	"Eth 16 categories"	1.1626226	.00445302	39.340044	0	1.1539275	1.1713832	"crude"	"positivetest"	""
"positivetest"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"positivetest"	""
"positivetest"	"2.stp"	"Sustainability and Transformation Partnership"	1.0722816	.08499108	.8804824	.37859804	.91799644	1.252497	"crude"	"positivetest"	""
"positivetest"	"3.stp"	"Sustainability and Transformation Partnership"	.95541342	.07590332	-.57411834	.56588772	.81764952	1.1163888	"crude"	"positivetest"	""
"positivetest"	"4.stp"	"Sustainability and Transformation Partnership"	1.3323638	.10683595	3.5786451	.00034538	1.1385942	1.5591096	"crude"	"positivetest"	""
"positivetest"	"5.stp"	"Sustainability and Transformation Partnership"	1.0844496	.0875079	1.0046998	.3150414	.92581256	1.2702691	"crude"	"positivetest"	""
"positivetest"	"6.stp"	"Sustainability and Transformation Partnership"	1.2028336	.09549811	2.3261137	.02001249	1.0294969	1.4053552	"crude"	"positivetest"	""
"positivetest"	"7.stp"	"Sustainability and Transformation Partnership"	.95796901	.07921673	-.51927225	.6035709	.81463598	1.1265211	"crude"	"positivetest"	""
"positivetest"	"8.stp"	"Sustainability and Transformation Partnership"	.95378678	.07584161	-.59503685	.55181884	.81614419	1.1146428	"crude"	"positivetest"	""
"positivetest"	"9.stp"	"Sustainability and Transformation Partnership"	.88461635	.0704939	-1.5385027	.12392575	.75670019	1.0341561	"crude"	"positivetest"	""
"positivetest"	"10.stp"	"Sustainability and Transformation Partnership"	1.0120979	.08044816	.15128703	.8797493	.86609084	1.182719	"crude"	"positivetest"	""
"positivetest"	"11.stp"	"Sustainability and Transformation Partnership"	.98489306	.07827888	-.19152353	.84811545	.84282216	1.1509123	"crude"	"positivetest"	""
"positivetest"	"12.stp"	"Sustainability and Transformation Partnership"	1.1098374	.08873002	1.3035059	.19240211	.9488705	1.2981109	"crude"	"positivetest"	""
"positivetest"	"13.stp"	"Sustainability and Transformation Partnership"	.89536055	.07137972	-1.386432	.16561502	.7658411	1.0467844	"crude"	"positivetest"	""
"positivetest"	"14.stp"	"Sustainability and Transformation Partnership"	.6870597	.05485987	-4.7006477	2.593e-06	.58752766	.80345329	"crude"	"positivetest"	""
"positivetest"	"15.stp"	"Sustainability and Transformation Partnership"	.56938361	.04543762	-7.0575304	1.695e-12	.48694272	.665782	"crude"	"positivetest"	""
"positivetest"	"16.stp"	"Sustainability and Transformation Partnership"	.5511535	.04397992	-7.4657994	8.280e-14	.47135702	.6444588	"crude"	"positivetest"	""
"positivetest"	"17.stp"	"Sustainability and Transformation Partnership"	.55558153	.04437731	-7.3582078	1.864e-13	.47507013	.64973742	"crude"	"positivetest"	""
"positivetest"	"18.stp"	"Sustainability and Transformation Partnership"	.69797107	.05549442	-4.5225229	6.111e-06	.59725519	.81567081	"crude"	"positivetest"	""
"positivetest"	"19.stp"	"Sustainability and Transformation Partnership"	.86751864	.06899044	-1.787063	.07392731	.74231121	1.0138451	"crude"	"positivetest"	""
