eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"crude"	"hes"	""
"hes_30"	"2.ethnicity_16"	"Eth 16 categories"	1.6621804	.19483053	4.3350705	.00001457	1.3210083	2.0914657	"crude"	"hes"	""
"hes_30"	"3.ethnicity_16"	"Eth 16 categories"	.74388663	.03021038	-7.285285	3.210e-13	.6869706	.8055182	"crude"	"hes"	""
"hes_30"	"4.ethnicity_16"	"Eth 16 categories"	.75366359	.12903603	-1.6518099	.09857332	.53881771	1.0541762	"crude"	"hes"	""
"hes_30"	"5.ethnicity_16"	"Eth 16 categories"	.55689993	.13005696	-2.5065353	.01219209	.35236258	.88016593	"crude"	"hes"	""
"hes_30"	"6.ethnicity_16"	"Eth 16 categories"	.7166043	.1339906	-1.782178	.0747202	.49673165	1.0338011	"crude"	"hes"	""
"hes_30"	"7.ethnicity_16"	"Eth 16 categories"	.56964214	.10434097	-3.072277	.00212432	.39782135	.81567308	"crude"	"hes"	""
"hes_30"	"8.ethnicity_16"	"Eth 16 categories"	.87324396	.04029626	-2.9372395	.00331148	.79773104	.95590491	"crude"	"hes"	""
"hes_30"	"9.ethnicity_16"	"Eth 16 categories"	1.0679506	.04106099	1.7098637	.08729109	.99043013	1.1515386	"crude"	"hes"	""
"hes_30"	"10.ethnicity_16"	"Eth 16 categories"	1.0281385	.09421667	.30282003	.76202701	.85911065	1.2304221	"crude"	"hes"	""
"hes_30"	"11.ethnicity_16"	"Eth 16 categories"	.94397913	.0638786	-.85195281	.39424028	.82672679	1.077861	"crude"	"hes"	""
"hes_30"	"12.ethnicity_16"	"Eth 16 categories"	1.572164	.17044747	4.1733111	.00003002	1.2712007	1.9443819	"crude"	"hes"	""
"hes_30"	"13.ethnicity_16"	"Eth 16 categories"	.77674249	.06991128	-2.8070034	.00500047	.6511245	.92659527	"crude"	"hes"	""
"hes_30"	"14.ethnicity_16"	"Eth 16 categories"	.88705964	.12140164	-.87567142	.38120869	.67835756	1.1599706	"crude"	"hes"	""
"hes_30"	"15.ethnicity_16"	"Eth 16 categories"	.71463448	.18266587	-1.3144536	.1886936	.43302258	1.1793899	"crude"	"hes"	""
"hes_30"	"16.ethnicity_16"	"Eth 16 categories"	.89217656	.07124109	-1.4288035	.15306071	.76292459	1.0433259	"crude"	"hes"	""
"hes_30"	"17.ethnicity_16"	"Eth 16 categories"	.77374447	.01579173	-12.568346	3.152e-36	.74340413	.8053231	"crude"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.88772232	.32309317	-.32722584	.74349708	.4349867	1.8116667	"crude"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	1.0051308	.36670141	.01402768	.9888079	.49167614	2.0547834	"crude"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	1.2847845	.47116222	.68332174	.49440356	.62614314	2.636252	"crude"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.95026699	.35259201	-.13748268	.89064928	.45921006	1.9664364	"crude"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	1.2900102	.46987788	.69912063	.48447665	.63175474	2.6341337	"crude"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	1.8433087	.68935071	1.6353038	.10198538	.88566662	3.8364175	"crude"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	1.2592825	.45954996	.63174326	.52755465	.61587725	2.5748512	"crude"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	1.1529797	.42217201	.38876636	.69744899	.56253295	2.3631723	"crude"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	1.1053325	.40336632	.27442747	.78375613	.54058748	2.2600594	"crude"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	1.0620359	.38763767	.16490031	.86902244	.51934388	2.1718179	"crude"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	1.60697	.58811357	1.2961218	.19493352	.78431012	3.2925145	"crude"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	1.1587039	.42403905	.4025089	.68730954	.5655447	2.3739853	"crude"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	1.0769401	.39641389	.20137252	.8404073	.52344419	2.2157089	"crude"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.75171159	.2783155	-.77085325	.44079392	.36383155	1.5531097	"crude"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	1.0422995	.38444799	.11232139	.91056858	.50585987	2.147607	"crude"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	1.1204307	.41464324	.30727074	.7586373	.54247123	2.3141595	"crude"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.9403547	.34529833	-.16747855	.86699352	.45785758	1.9313144	"crude"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.53829723	.19963467	-1.6700074	.09491789	.26022126	1.113529	"crude"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.6633598	.2438923	-1.1163448	.26427455	.32269672	1.3636526	"crude"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	.80808106	.29609594	-.58155591	.56086585	.39405681	1.6571088	"crude"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.84736173	.33069856	-.42439401	.67127849	.39434081	1.8208156	"crude"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.83006063	.30733506	-.50304775	.6149307	.40174197	1.7150328	"crude"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.44627229	.23546098	-1.5291879	.12621787	.1586687	1.2551874	"crude"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.57011963	.23522139	-1.3619314	.17321955	.25396574	1.2798435	"crude"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	1.3461971	.49507237	.80837151	.41887675	.6547477	2.7678549	"crude"	"hes"	""
