eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"positivetest"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"positivetest"	""
"positivetest"	"2.eth5"	"Eth 5 categories"	1.8863402	.01127243	106.20108	0	1.8643755	1.9085636	"crude"	"positivetest"	""
"positivetest"	"3.eth5"	"Eth 5 categories"	1.2239861	.01405773	17.59767	2.567e-69	1.1967413	1.2518512	"crude"	"positivetest"	""
"positivetest"	"4.eth5"	"Eth 5 categories"	1.2333547	.01887034	13.708345	9.050e-43	1.1969186	1.2709	"crude"	"positivetest"	""
"positivetest"	"5.eth5"	"Eth 5 categories"	1.2603475	.01738319	16.776478	3.627e-63	1.2267335	1.2948826	"crude"	"positivetest"	""
"positivetest"	"6.eth5"	"Eth 5 categories"	1.1405391	.00429677	34.905801	6.07e-267	1.1321486	1.1489918	"crude"	"positivetest"	""
"positivetest"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"positivetest"	""
"positivetest"	"2.stp"	"Sustainability and Transformation Partnership"	1.0825565	.08574603	1.0014943	.31658788	.92689268	1.2643627	"crude"	"positivetest"	""
"positivetest"	"3.stp"	"Sustainability and Transformation Partnership"	.95522161	.07583641	-.57703854	.56391342	.81757203	1.1160464	"crude"	"positivetest"	""
"positivetest"	"4.stp"	"Sustainability and Transformation Partnership"	1.3630053	.10921287	3.8650376	.00011107	1.1649136	1.5947821	"crude"	"positivetest"	""
"positivetest"	"5.stp"	"Sustainability and Transformation Partnership"	1.0795691	.08705613	.94943294	.34240047	.92174292	1.2644192	"crude"	"positivetest"	""
"positivetest"	"6.stp"	"Sustainability and Transformation Partnership"	1.2049098	.095598	2.34943	.01880218	1.0313828	1.4076322	"crude"	"positivetest"	""
"positivetest"	"7.stp"	"Sustainability and Transformation Partnership"	.96071319	.07939102	-.48500155	.62767524	.81705729	1.1296268	"crude"	"positivetest"	""
"positivetest"	"8.stp"	"Sustainability and Transformation Partnership"	.9533241	.07575338	-.60154706	.54747568	.81583455	1.1139843	"crude"	"positivetest"	""
"positivetest"	"9.stp"	"Sustainability and Transformation Partnership"	.89110395	.07096213	-1.4478019	.14767247	.76233143	1.0416286	"crude"	"positivetest"	""
"positivetest"	"10.stp"	"Sustainability and Transformation Partnership"	1.0137045	.08052109	.17135868	.86394175	.86755758	1.184471	"crude"	"positivetest"	""
"positivetest"	"11.stp"	"Sustainability and Transformation Partnership"	.9748382	.07741901	-.32088446	.74829795	.83431954	1.1390234	"crude"	"positivetest"	""
"positivetest"	"12.stp"	"Sustainability and Transformation Partnership"	1.1153925	.08910852	1.3669625	.17163707	.95372988	1.3044579	"crude"	"positivetest"	""
"positivetest"	"13.stp"	"Sustainability and Transformation Partnership"	.90586625	.07216634	-1.2409831	.21461199	.77491244	1.0589502	"crude"	"positivetest"	""
"positivetest"	"14.stp"	"Sustainability and Transformation Partnership"	.6955609	.05549955	-4.5498416	5.369e-06	.59486289	.81330499	"crude"	"positivetest"	""
"positivetest"	"15.stp"	"Sustainability and Transformation Partnership"	.57737142	.04604256	-6.8878129	5.666e-12	.49382845	.67504769	"crude"	"positivetest"	""
"positivetest"	"16.stp"	"Sustainability and Transformation Partnership"	.55339389	.04412867	-7.4200055	1.171e-13	.47332337	.64700968	"crude"	"positivetest"	""
"positivetest"	"17.stp"	"Sustainability and Transformation Partnership"	.55676144	.04444132	-7.3366346	2.190e-13	.47612972	.65104801	"crude"	"positivetest"	""
